BRONX    ,2014,0.8515
BRONX    ,2015,0.8574
BRONX    ,2016,0.8540
BROOKLYN ,2014,0.8752
BROOKLYN ,2015,0.8838
BROOKLYN ,2016,0.8809
MANHATTAN,2014,0.8854
MANHATTAN,2015,0.8923
MANHATTAN,2016,0.8902
QUEENS   ,2014,0.8832
QUEENS   ,2015,0.8954
QUEENS   ,2016,0.8993
STATEN IS,2014,0.8948
STATEN IS,2015,0.9011
STATEN IS,2016,0.8945
