BRONX    ,2014,115
BRONX    ,2015,115
BRONX    ,2016,117
BROOKLYN ,2014,121
BROOKLYN ,2015,123
BROOKLYN ,2016,124
MANHATTAN,2014,103
MANHATTAN,2015,106
MANHATTAN,2016,107
QUEENS   ,2014,74
QUEENS   ,2015,78
QUEENS   ,2016,78
STATEN IS,2014,10
STATEN IS,2015,10
STATEN IS,2016,10
