02M586,2016,6764,2644
02M586,2017,7785,2883
02M600,2013,249901,22443
02M600,2014,260463,22453
02M600,2015,276461,18551
02M600,2016,268548,24326
02M600,2017,245662,23260
02M605,2013,28092,4887
02M605,2014,28366,5038
02M605,2015,28920,4760
02M605,2016,28426,5148
02M605,2017,28967,4664
02M615,2013,61471,8572
02M615,2014,62868,9163
02M615,2015,63466,8360
02M615,2016,60858,8642
02M615,2017,58140,9808
02M620,2013,54350,18479
02M625,2013,135250,56611
02M625,2014,74607,35061
02M625,2015,33313,16857
02M630,2013,199013,23210
02M630,2014,211644,22086
02M630,2015,221926,21798
02M630,2016,211424,24949
02M630,2017,207029,22980
02M655,2013,81742,15673
02M655,2014,87283,16418
02M655,2015,82903,17622
02M655,2016,68490,17900
02M655,2017,69273,17806
03M076,2013,0,4
03M256,2014,0,1
03M283,2013,28003,8803
03M283,2014,14825,5184
03M299,2013,58283,11921
03M299,2014,58096,12673
03M299,2015,58754,12036
03M299,2016,55132,13330
03M299,2017,56528,11926
03M307,2013,49627,9320
03M307,2014,52257,9666
03M307,2015,56616,10675
03M307,2016,53566,10803
03M307,2017,53600,10228
03M333,2016,0,76
03M402,2013,48740,12608
03M402,2014,49774,10882
03M402,2015,50007,9502
03M402,2016,44922,9127
03M402,2017,41901,7857
03M403,2013,60261,9633
03M403,2014,68602,7507
03M403,2015,70156,10309
03M403,2016,60516,11551
03M403,2017,58585,9647
03M404,2013,17716,11242
03M404,2014,17010,11155
03M404,2015,17579,11338
03M404,2016,17001,10478
03M404,2017,17859,8060
03M415,2013,55870,13295
03M415,2014,61518,14164
03M415,2015,50749,14127
03M415,2016,39662,11209
03M415,2017,32393,7573
03M417,2013,44576,2768
03M417,2014,56576,4186
03M417,2015,60823,4019
03M417,2016,56471,5206
03M417,2017,59563,4660
03M479,2013,198373,9004
03M479,2014,201453,9794
03M479,2015,208193,7792
03M479,2016,208029,8284
03M479,2017,202601,7499
03M485,2013,417362,21557
03M485,2014,426979,21006
03M485,2015,421276,20134
03M485,2016,421278,23283
03M485,2017,415691,20871
03M492,2013,73370,13163
03M492,2014,70537,14645
03M492,2015,71078,13003
03M492,2016,66621,13235
03M492,2017,65559,12491
03M494,2013,78697,17366
03M494,2014,76861,17744
03M494,2015,74410,22584
03M494,2016,72719,17868
03M494,2017,71312,15617
03M505,2013,47173,29028
03M505,2014,45651,28609
03M505,2015,42834,31740
03M505,2016,39440,31408
03M505,2017,37459,23520
03M541,2013,71362,2391
03M541,2014,73695,2260
03M541,2015,73847,1795
03M541,2016,70575,1714
03M541,2017,70711,2012
03M859,2014,8626,327
03M859,2015,15595,652
03M859,2016,23257,1001
03M859,2017,28652,1562
03M860,2013,39058,7278
03M860,2014,41683,8664
03M860,2015,42435,10895
03M860,2016,39762,11050
03M860,2017,41933,9126
04M372,2013,11844,1184
04M372,2014,21800,2697
04M372,2015,34520,5935
04M372,2016,46689,6534
04M372,2017,51022,8066
04M409,2013,40348,14120
04M409,2014,39358,10469
04M409,2015,36919,9507
04M409,2016,30308,6827
04M409,2017,21468,4178
04M435,2013,243797,18862
04M435,2014,241047,20452
04M435,2015,250171,17812
04M435,2016,246115,18336
04M435,2017,242340,17467
04M495,2013,55661,7206
04M495,2014,60871,6143
04M495,2015,63206,5673
04M495,2016,61560,4676
04M495,2017,62707,4382
04M555,2013,70305,4524
04M555,2014,72589,5275
04M555,2015,72982,4435
04M555,2016,72406,4333
04M555,2017,74148,4124
04M610,2013,44834,2177
04M610,2014,46923,2470
04M610,2015,51555,2826
04M610,2016,51364,3675
04M610,2017,49316,3416
04M635,2013,11937,2780
04M680,2013,45547,7923
04M680,2014,46310,9187
04M680,2015,43700,9130
04M680,2016,43844,8805
04M680,2017,44160,6083
05M148,2017,12725,1644
05M157,2014,11604,1679
05M157,2015,24152,2954
05M157,2016,29218,3727
05M157,2017,33443,6136
05M285,2013,21940,10393
05M285,2014,20214,13271
05M285,2015,18823,12719
05M285,2016,19191,14350
05M285,2017,18841,14926
05M304,2013,59954,8423
05M304,2014,60251,8990
05M304,2015,61570,9328
05M304,2016,56714,8985
05M304,2017,46553,11394
05M362,2013,43208,2053
05M362,2014,60707,3366
05M362,2015,59785,2719
05M362,2016,58671,3219
05M362,2017,59579,3959
05M367,2013,35199,13566
05M367,2014,28513,12419
05M367,2015,23768,9777
05M367,2016,20909,6658
05M367,2017,15228,5022
05M369,2013,46314,10144
05M369,2014,45250,11666
05M369,2015,47366,11084
05M369,2016,43642,11079
05M369,2017,42564,10124
05M469,2013,21647,7017
05M469,2014,12507,3433
05M469,2015,5681,2661
05M469,2016,4377,981
05M499,2013,163659,19738
05M499,2014,169588,21915
05M499,2015,166194,20353
05M499,2016,159710,21983
05M499,2017,162140,20599
05M670,2013,58889,4793
05M670,2014,62237,4814
05M670,2015,60693,4968
05M670,2016,57941,5006
05M670,2017,55089,5687
05M685,2013,53857,18058
05M685,2014,29154,11412
05M685,2015,12641,4169
05M685,2016,2968,1223
05M692,2013,67357,4097
05M692,2014,71066,3447
05M692,2015,75263,2818
05M692,2016,74419,3213
05M692,2017,72243,2977
06M052,2014,0,2
06M211,2015,13868,1222
06M211,2016,30102,2318
06M211,2017,41316,4010
06M293,2013,52395,3754
06M293,2014,54049,3082
06M293,2015,54088,3249
06M293,2016,51403,5344
06M293,2017,52374,3420
06M346,2013,45332,9602
06M346,2014,49420,9411
06M346,2015,49921,11589
06M346,2016,49276,12240
06M346,2017,49402,13159
06M348,2013,54036,6124
06M348,2014,53863,8725
06M348,2015,53236,9023
06M348,2016,53078,10444
06M348,2017,54491,10053
06M423,2013,23139,11432
06M423,2014,23602,9177
06M423,2015,23370,11201
06M423,2016,23261,10778
06M423,2017,21630,11118
06M457,2013,21395,5628
06M457,2014,17990,5422
06M457,2015,16089,6411
06M457,2016,14540,4961
06M457,2017,13510,4858
06M462,2013,80251,12515
06M462,2014,74883,12630
06M462,2015,69247,12067
06M462,2016,65236,11744
06M462,2017,61116,10615
06M463,2013,67497,16853
06M463,2014,69616,15650
06M463,2015,64784,13662
06M463,2016,59166,8033
06M463,2017,57088,6140
06M467,2013,94046,14890
06M467,2014,94540,14933
06M467,2015,95591,13521
06M467,2016,84682,12995
06M467,2017,82645,11227
06M468,2013,90448,15840
06M468,2014,87680,14179
06M468,2015,84558,14103
06M468,2016,71924,10565
06M468,2017,64293,9635
06M540,2013,187833,23852
06M540,2014,189317,30356
06M540,2015,191108,30982
06M540,2016,195750,31624
06M540,2017,187109,34640
06M552,2013,71076,8312
06M552,2014,71664,7889
06M552,2015,76491,7209
06M552,2016,73813,6705
06M552,2017,74065,6086
07X221,2013,49400,6689
07X221,2014,50580,6883
07X221,2015,53108,6156
07X221,2016,53355,5233
07X221,2017,55612,4547
07X223,2014,16177,1398
07X223,2015,35212,2407
07X223,2016,47008,4008
07X223,2017,57733,6233
07X259,2014,17878,2961
07X259,2015,32444,6075
07X259,2016,47587,7690
07X259,2017,60418,12066
07X321,2013,10262,7146
07X321,2014,9166,8078
07X321,2015,8247,7093
07X321,2016,11961,10631
07X334,2013,55755,11518
07X334,2014,56948,11953
07X334,2015,61688,12282
07X334,2016,63964,9016
07X334,2017,59323,7606
07X379,2013,17503,8912
07X379,2014,18355,8509
07X379,2015,17485,11914
07X379,2016,15671,13205
07X379,2017,16305,12088
07X381,2013,16478,8698
07X381,2014,17080,10141
07X381,2015,16527,8924
07X381,2016,16675,10149
07X381,2017,17037,9666
07X427,2013,41511,9623
07X427,2014,43242,10943
07X427,2015,41053,10706
07X427,2016,41303,10259
07X427,2017,37137,10101
07X456,2013,10560,6878
07X456,2014,11426,8222
07X456,2015,13078,7585
07X456,2016,11875,7518
07X456,2017,8009,6981
07X473,2013,48154,9429
07X473,2014,47998,9139
07X473,2015,47587,12776
07X473,2016,46332,12913
07X473,2017,47660,13669
07X495,2013,69262,7006
07X495,2014,70320,6339
07X495,2015,75743,5932
07X495,2016,73382,5527
07X495,2017,70977,5055
07X500,2013,47252,5506
07X500,2014,51458,4467
07X500,2015,52515,4923
07X500,2016,50430,4694
07X500,2017,52113,5045
07X520,2013,30584,8364
07X520,2014,22879,7258
07X520,2015,19697,5111
07X520,2016,14272,2337
07X522,2013,38096,10014
07X522,2014,56555,12778
07X522,2015,75525,17278
07X522,2016,74134,18318
07X522,2017,67908,20995
07X527,2013,68622,13110
07X527,2014,70193,13589
07X527,2015,70132,12033
07X527,2016,67890,12341
07X527,2017,66790,12566
07X547,2013,57487,11890
07X547,2014,60215,14912
07X547,2015,62980,14836
07X547,2016,50978,14649
07X547,2017,46788,14412
07X548,2013,68348,16139
07X548,2014,76501,16075
07X548,2015,77119,19135
07X548,2016,72856,20100
07X548,2017,67011,19810
07X551,2013,50726,7293
07X551,2014,47898,8936
07X551,2015,48477,9896
07X551,2016,47783,9974
07X551,2017,46415,11658
07X557,2013,18574,7150
07X557,2014,22311,11261
07X557,2015,24746,12979
07X557,2016,24215,11394
07X557,2017,22148,11615
07X600,2013,64716,14476
07X600,2014,49779,11949
07X600,2015,51752,10601
07X600,2016,55527,11521
07X600,2017,59876,11170
07X655,2013,42791,22924
07X655,2014,21443,13735
07X670,2013,75277,15831
07X670,2014,75150,18432
07X670,2015,72595,19263
07X670,2016,70155,19598
07X670,2017,56568,17390
08X123,2015,1,0
08X269,2013,39666,7687
08X269,2014,42658,7404
08X269,2015,47298,7467
08X269,2016,47995,7332
08X269,2017,46920,8753
08X282,2013,50757,14965
08X282,2014,47133,12244
08X282,2015,45345,12298
08X282,2016,40855,11906
08X282,2017,37575,12550
08X293,2013,62051,11967
08X293,2014,59714,13671
08X293,2015,61636,12526
08X293,2016,59650,13175
08X293,2017,58788,12726
08X295,2013,36112,11651
08X295,2014,20074,5564
08X305,2013,44084,8976
08X305,2014,43523,9633
08X305,2015,42604,7985
08X305,2016,42217,7846
08X312,2013,67841,10715
08X312,2014,66922,11273
08X312,2015,68112,11529
08X312,2016,61388,12635
08X312,2017,58317,10707
08X320,2014,14173,1500
08X320,2015,32235,3457
08X320,2016,47182,7288
08X320,2017,60356,12482
08X332,2013,40561,9416
08X332,2014,34985,6860
08X332,2015,32385,5696
08X332,2016,24996,4999
08X332,2017,19012,4674
08X348,2014,14113,1631
08X348,2015,26329,2927
08X348,2016,40732,5225
08X348,2017,51684,7756
08X349,2014,15214,2471
08X349,2015,29971,4311
08X349,2016,41766,6753
08X349,2017,53869,11366
08X367,2013,41874,6364
08X367,2014,50958,7782
08X367,2015,53578,7535
08X367,2016,53297,12813
08X367,2017,49653,13673
08X376,2013,28230,4566
08X376,2014,32557,6586
08X376,2015,32144,7606
08X376,2016,28910,7647
08X376,2017,29563,7607
08X377,2013,17955,13116
08X377,2014,16093,11812
08X377,2015,14690,7936
08X377,2016,17533,10228
08X377,2017,15539,10193
08X405,2013,349169,102012
08X405,2014,258756,71710
08X405,2015,190473,49327
08X405,2016,126791,32067
08X405,2017,104992,21223
08X408,2013,15100,7163
08X408,2014,17946,8805
08X408,2015,15027,7920
08X408,2016,17398,8659
08X408,2017,16004,10339
08X432,2013,35463,3340
08X432,2014,44828,7858
08X432,2015,45160,9108
08X432,2016,43196,8431
08X432,2017,41700,9692
08X452,2013,37485,11565
08X452,2014,39156,12016
08X452,2015,37508,13020
08X452,2016,38823,11028
08X452,2017,36726,9195
08X507,2013,10582,7424
08X507,2014,9774,8953
08X507,2015,10413,7509
08X507,2016,8703,8045
08X507,2017,6013,6693
08X519,2013,46847,8074
08X519,2014,44256,10120
08X519,2015,39501,10061
08X519,2016,34929,8812
08X519,2017,27712,8813
08X530,2013,49612,18435
08X530,2014,40749,16722
08X530,2015,36766,14635
08X530,2016,26416,8492
08X530,2017,20715,5262
08X537,2013,18367,12335
08X537,2014,17362,13995
08X537,2015,17663,13265
08X537,2016,17479,14032
08X537,2017,15917,15501
08X540,2013,11357,2954
08X558,2013,15848,1962
08X558,2014,36038,5745
08X558,2015,57693,8966
08X558,2016,76810,11886
08X558,2017,83001,12165
08X559,2013,12958,2182
08X559,2014,23128,3880
08X559,2015,33189,6738
08X559,2016,38805,8174
08X559,2017,37105,11220
08X560,2014,202,0
08X561,2013,12432,1864
08X561,2014,25986,5335
08X561,2015,43889,10955
08X561,2016,56429,16506
08X561,2017,59050,13698
08X650,2013,54891,19916
08X650,2014,32563,12565
09X227,2013,44950,9810
09X227,2014,46338,11334
09X227,2015,50186,12479
09X227,2016,50764,10415
09X227,2017,54652,9553
09X231,2013,56474,8036
09X231,2014,55147,8646
09X231,2015,53099,8548
09X231,2016,46873,7559
09X231,2017,44679,6790
09X239,2013,8824,1543
09X241,2013,48930,6565
09X241,2014,49728,6401
09X241,2015,52503,6063
09X241,2016,51671,6470
09X241,2017,50656,8023
09X250,2013,55855,6775
09X250,2014,62287,7719
09X250,2015,67104,8001
09X250,2016,61124,9943
09X250,2017,59675,10204
09X252,2013,50739,8045
09X252,2014,52099,9292
09X252,2015,57403,9452
09X252,2016,55854,10528
09X252,2017,52014,9070
09X260,2013,66858,6039
09X260,2014,68636,6951
09X260,2015,69927,6157
09X260,2016,67861,7078
09X260,2017,66568,6573
09X263,2013,48726,12179
09X263,2014,50433,11198
09X263,2015,52554,9821
09X263,2016,50823,12627
09X263,2017,49294,13117
09X276,2013,27858,8547
09X276,2014,26202,9911
09X276,2015,24444,8204
09X276,2016,21410,5040
09X276,2017,19346,4845
09X297,2013,56996,12953
09X297,2014,58015,15964
09X297,2015,61487,15759
09X297,2016,54821,13310
09X297,2017,50162,9684
09X313,2014,21,7
09X324,2013,40544,6807
09X324,2014,40220,6273
09X324,2015,40012,6626
09X324,2016,39139,6358
09X324,2017,36794,6499
09X327,2013,18486,1566
09X327,2014,34110,3554
09X327,2015,48648,5228
09X327,2016,63000,8768
09X327,2017,59669,8232
09X329,2013,41069,10382
09X329,2014,44469,10773
09X329,2015,45359,11905
09X329,2016,38912,8154
09X329,2017,37959,7502
09X350,2016,7644,3685
09X350,2017,11558,4764
09X365,2013,46611,4286
09X365,2014,45043,4588
09X365,2015,48612,4428
09X365,2016,45909,5403
09X365,2017,44962,5451
09X403,2013,53590,10776
09X403,2014,56823,12116
09X403,2015,57000,10588
09X403,2016,55448,12771
09X403,2017,52714,13381
09X404,2013,47165,14699
09X404,2014,47523,14584
09X404,2015,50982,16680
09X404,2016,45338,17171
09X404,2017,40680,20907
09X412,2013,47822,13426
09X412,2014,46340,12087
09X412,2015,43758,11671
09X412,2016,38673,8683
09X412,2017,36298,7921
09X413,2013,42754,3910
09X413,2014,44839,3567
09X413,2015,44473,3479
09X413,2016,39837,2696
09X413,2017,39741,2924
09X414,2013,44506,12925
09X414,2014,29546,9934
09X414,2015,17965,5886
09X414,2016,7584,3314
09X505,2013,67303,7918
09X505,2014,72688,8733
09X505,2015,73913,8019
09X505,2016,69101,9118
09X505,2017,71474,7219
09X517,2013,51186,12031
09X517,2014,52855,13048
09X517,2015,54927,13939
09X517,2016,51605,15667
09X517,2017,50411,15558
09X525,2013,98651,15198
09X525,2014,95809,21058
09X525,2015,92977,20850
09X525,2016,86021,20275
09X525,2017,80473,18049
09X543,2013,43251,12182
09X543,2014,46817,13822
09X543,2015,49261,12910
09X543,2016,40729,13024
09X543,2017,31699,12726
09X564,2013,13004,761
09X564,2014,27445,2590
09X564,2015,39814,4974
09X564,2016,48309,7087
09X564,2017,51273,9568
09X568,2016,11995,927
09X568,2017,21651,1830
10X080,2014,0,39
10X095,2015,0,2
10X141,2013,92768,10839
10X141,2014,97659,10578
10X141,2015,105281,10398
10X141,2016,101880,9482
10X141,2017,103304,8990
10X213,2013,54485,12420
10X213,2014,53611,13181
10X213,2015,57425,11346
10X213,2016,54460,11499
10X213,2017,52177,11656
10X225,2013,47218,6330
10X225,2014,49627,6321
10X225,2015,59795,7439
10X225,2016,57720,10441
10X225,2017,56131,9691
10X237,2013,74685,16077
10X237,2014,74287,16855
10X237,2015,79244,12949
10X237,2016,76731,14938
10X237,2017,69514,15218
10X243,2013,47605,9496
10X243,2014,47798,8618
10X243,2015,48638,6927
10X243,2016,47448,7587
10X243,2017,43784,8600
10X264,2014,17807,1619
10X264,2015,33701,4244
10X264,2016,48312,5845
10X264,2017,60752,8162
10X268,2013,67238,9109
10X268,2014,60670,10965
10X268,2015,62815,9530
10X268,2016,64037,10553
10X268,2017,61974,9209
10X284,2013,55233,11976
10X284,2014,55473,14643
10X284,2015,58218,12760
10X284,2016,51805,12427
10X284,2017,49961,12300
10X319,2013,25189,7783
10X319,2014,27423,6616
10X319,2015,25570,7686
10X319,2016,25621,8300
10X319,2017,26345,8714
10X342,2013,53178,8517
10X342,2014,53379,7967
10X342,2015,59617,4401
10X342,2016,58178,5034
10X342,2017,55847,5274
10X351,2014,13753,2332
10X351,2015,28260,10529
10X351,2016,47307,9906
10X351,2017,60340,14894
10X353,2014,11353,1369
10X353,2015,24857,2899
10X353,2016,41571,5108
10X353,2017,63384,8090
10X368,2013,85651,7580
10X368,2014,88108,6742
10X368,2015,86651,6793
10X368,2016,79106,6562
10X368,2017,71183,7481
10X374,2013,59099,8904
10X374,2014,66185,9995
10X374,2015,68231,11913
10X374,2016,69218,11268
10X374,2017,64741,9004
10X397,2013,37698,11466
10X397,2014,40840,12076
10X397,2015,43860,11771
10X397,2016,44078,11907
10X397,2017,46454,14586
10X433,2013,65037,15466
10X433,2014,65214,14569
10X433,2015,65625,14206
10X433,2016,60151,14680
10X433,2017,59256,13288
10X434,2013,56914,8462
10X434,2014,58001,7502
10X434,2015,62111,7053
10X434,2016,61404,7588
10X434,2017,59218,7197
10X437,2013,56470,5097
10X437,2014,61017,4913
10X437,2015,61875,4932
10X437,2016,56623,5006
10X437,2017,54213,5450
10X438,2013,56296,12803
10X438,2014,61405,12757
10X438,2015,59317,11778
10X438,2016,53627,10295
10X438,2017,47749,5192
10X439,2013,53168,12111
10X439,2014,55252,10529
10X439,2015,55045,11006
10X439,2016,53488,10508
10X439,2017,54030,12085
10X440,2013,462110,118641
10X440,2014,353629,82042
10X440,2015,276333,64052
10X440,2016,213569,43870
10X440,2017,186092,34327
10X442,2013,62108,7392
10X442,2014,63674,7113
10X442,2015,63755,7381
10X442,2016,63640,6294
10X442,2017,62258,6537
10X445,2013,484184,13540
10X445,2014,488046,15578
