01M539,"New Explorations into Science, Technology and Math High School (NEST+m)",10002,MANHATTAN
01M696,Bard High School Early College,10002,MANHATTAN
02M580,Richard R. Green High School of Teaching,10004,MANHATTAN
02M425,Leadership and Public Service High School,10006,MANHATTAN
02M316,"Urban Assembly School of Business for Young Women, The",10004,MANHATTAN
02M418,Millennium High School,10004,MANHATTAN
02M475,Stuyvesant High School,10282,MANHATTAN
02M489,High School of Economics and Finance,10006,MANHATTAN
22K425,James Madison High School,11229,BROOKLYN 
22K535,Leon M. Goldstein High School for the Sciences,11235,BROOKLYN 
06M540,A. Philip Randolph Campus High School,10031,MANHATTAN
05M367,Academy for Social Action,10027,MANHATTAN
05M692,"High School for Mathematics, Science and Engineering at City College (HSMSE)",10031,MANHATTAN
05M369,Urban Assembly School for the Performing Arts,10027,MANHATTAN
24Q585,Maspeth High School,11373,QUEENS   
12X321,Crotona Academy High School,10459,BRONX    
07X600,Alfred E. Smith Career and Technical Education High School,10451,BRONX    
07X473,Mott Haven Village Preparatory High School,10455,BRONX    
07X522,Bronx Design and Construction Academy,10451,BRONX    
07X495,University Heights Secondary School,10455,BRONX    
07X500,Hostos-Lincoln Academy of Science,10455,BRONX    
02M531,Repertory Company High School for Theatre Arts,10036,MANHATTAN
02M529,Jacqueline Kennedy Onassis High School,10036,MANHATTAN
21K525,Edward R. Murrow High School,11230,BROOKLYN 
05M362,Columbia Secondary School,10027,MANHATTAN
09X297,Morris Academy for Collaborative Studies,10456,BRONX    
08X559,School for Tourism and Hospitality,10456,BRONX    
09X404,School for Excellence,10456,BRONX    
09X403,Bronx International High School,10456,BRONX    
09X543,High School for Violin and Dance,10456,BRONX    
07X221,South Bronx Preparatory: A College Board School,10454,BRONX    
07X551,The Urban Assembly Bronx Academy of Letters,10451,BRONX    
07X259,"HERO High (Health, Education, and Research Occupations High School)",10455,BRONX    
07X223,M.S. 223 The Laboratory School of Finance and Technology,10454,BRONX    
07X334,International Community High School,10454,BRONX    
09X568,Young Women's Leadership School of the Bronx (TYWLS),10453,BRONX    
10X225,Theater Arts Production Company School (TaPCO),10457,BRONX    
25Q263,Flushing International High School,11355,QUEENS   
02M427,Manhattan Academy for Arts & Language,10016,MANHATTAN
02M432,Murray Hill Academy,10016,MANHATTAN
02M500,Unity Center for Urban Technologies,10016,MANHATTAN
31R600,Ralph R. McKee Career and Technical Education High School,10301,STATEN IS
31R450,Curtis High School,10301,STATEN IS
23K644,Eagle Academy for Young Men II,11233,BROOKLYN 
31R605,Staten Island Technical High School,10306,STATEN IS
31R440,New Dorp High School,10306,STATEN IS
26Q415,Benjamin N. Cardozo High School,11364,QUEENS   
23K493,Brooklyn Collegiate: A College Board School,11233,BROOKLYN 
30Q286,"Young Women's Leadership School, Astoria (TYWLS)",11102,QUEENS   
27Q308,Robert H. Goddard High School of Communication Arts and Technology,11417,QUEENS   
15K684,Millennium Brooklyn HS,11215,BROOKLYN 
15K464,Park Slope Collegiate,11215,BROOKLYN 
15K462,John Jay School for Law (Secondary School for Law),11215,BROOKLYN 
15K463,Secondary School for Journalism,11215,BROOKLYN 
11X418,Bronx High School for the Visual Arts,10462,BRONX    
31R445,Port Richmond High School,10302,STATEN IS
17K546,High School for Public Service: Heroes of Tomorrow,11203,BROOKLYN 
17K531,The School for Human Rights,11203,BROOKLYN 
18K589,Arts & Media Preparatory Academy,11203,BROOKLYN 
17K745,Brooklyn Institute for Liberal Arts (BILA),11203,BROOKLYN 
17K533,School for Democracy and Leadership,11203,BROOKLYN 
30Q258,Energy Tech High School,11106,QUEENS   
30Q580,Baccalaureate School for Global Education,11106,QUEENS   
30Q555,Newcomers High School,11101,QUEENS   
30Q575,Academy of American Studies,11101,QUEENS   
27Q475,Richmond Hill High School,11418,QUEENS   
27Q650,"High School for Construction Trades, Engineering and Architecture",11416,QUEENS   
27Q334,Epic High School - North,11419,QUEENS   
24Q485,Grover Cleveland High School,11385,QUEENS   
08X349,Bronx River High School,10461,BRONX    
08X405,Herbert H. Lehman High School,10461,BRONX    
08X558,Westchester Square Academy,10461,BRONX    
08X348,Schuylerville Preparatory High School,10461,BRONX    
08X293,Renaissance High School for Musical Theater & Technology,10461,BRONX    
08X320,Pelham Lab High School,10461,BRONX    
21K728,Liberation Diploma Plus High School,11224,BROOKLYN 
22K611,Origins High School,11235,BROOKLYN 
22K630,Professional Pathways High School,11235,BROOKLYN 
02M376,NYC iSchool,10013,MANHATTAN
02M615,Chelsea Career and Technical Education High School,10013,MANHATTAN
28Q284,York Early College Academy,11433,QUEENS   
27Q314,Epic High School - South,11420,QUEENS   
27Q480,John Adams High School,11417,QUEENS   
29Q265,Excelsior Preparatory High School,11413,QUEENS   
29Q272,George Washington Carver High School for the Sciences,11413,QUEENS   
29Q283,Preparatory Academy for Writers: A College Board School,11413,QUEENS   
27Q400,August Martin High School,11434,QUEENS   
29Q248,Queens Preparatory Academy,11413,QUEENS   
10X368,In-Tech Academy (M.S. / High School 368),10463,BRONX    
10X213,Bronx Engineering and Technology Academy,10463,BRONX    
10X284,Bronx School of Law and Finance,10463,BRONX    
10X546,Bronx Theatre High School,10463,BRONX    
10X477,Marble Hill High School for International Studies,10463,BRONX    
29Q327,Eagle Academy for Young Men III,11434,QUEENS   
15K667,Sunset Park High School,11232,BROOKLYN 
31R080,The Michael J. Petrides School,10301,STATEN IS
31R047,CSI High School for International Studies,10314,STATEN IS
31R460,Susan E. Wagner High School,10314,STATEN IS
31R064,Gaynor McCown Expeditionary Learning School,10314,STATEN IS
09X365,Academy for Language and Technology,10453,BRONX    
03M403,The Global Learning Collaborative,10024,MANHATTAN
