01M292,International Studies,M46X,2016
01M448,University Neighborhood High School,M35A,2016
01M448,Bilingual Mandarin,M35B,2016
01M448,University Neighborhood Early College,M35C,2016
01M450,East Side Community,M58A,2016
01M509,Marta Valle High School,M27A,2016
01M539,"Science, Technology and Math Institute",M29A,2016
01M696,Early College,M51A,2016
02M047,English/American Sign Language Dual Language Environment,M54A,2016
02M135,The Urban Assembly School for Emergency Management,M28A,2016
02M139,Building Arts & Historic Preservation,M18A,2016
02M260,M.S. 260 Clinton School Writers & Artists,M64A,2016
02M280,Manhattan Early College School for Advertising,M73A,2016
02M282,Urban Assembly Maker Academy,M61A,2016
02M288,Food and Finance High School,M34X,2016
02M294,Essex Street Academy,M37X,2016
02M296,High School of Hospitality Management,M36X,2016
02M298,PACE High School,M38X,2016
02M300,Urban Assembly School of Design and Construction,M44X,2016
02M303,The Facing History School,M02R,2016
02M305,The Urban Assembly Academy of Government and Law,M65R,2016
02M308,Lower Manhattan Arts Academy,M05R,2016
02M316,The Urban Assembly School of Business for Young Women,M63R,2016
02M374,Fine & Visual Arts,M66A,2016
02M374,Performing Arts,M66B,2016
02M374,Capstone Scholars,M66I,2016
02M376,NYC iSchool,M52A,2016
02M392,Manhattan Business Academy,A12A,2016
02M393,The Business of Sports School,A14A,2016
02M399,High School for Language and Diplomacy,A11A,2016
02M400,Environmental Studies,M41C,2016
02M400,Honors Academy,M41D,2016
02M407,Institute for Collaborative Education,M82A,2016
02M408,Musical Theatre,M81H,2016
02M408,Drama,M81J,2016
02M408,Classical Vocal Music,M81K,2016
02M439,Manhattan Village Academy,M94A,2016
02M408,Dance,M81N,2016
02M411,Baruch College,M87A,2016
02M412,College Prep,M74A,2016
02M413,School of the Future,M83A,2016
02M414,NYC Museum School,M85A,2016
02M416,Eleanor Roosevelt High School,M21A,2016
02M418,Millennium High School,M25A,2016
02M419,Landmark High School,M91A,2016
02M420,Medical Science & Research,M70A,2016
02M420,Medical Technology and College Preparatory,M70B,2016
02M422,Quest to Learn Upper School,A25A,2016
02M425,Leadership and Public Service,M76A,2016
02M425,Business and Entrepreneurship,M76B,2016
02M427,Manhattan Academy for Arts & Language,A22A,2016
02M432,Murray Hill Academy,A19A,2016
02M437,Hudson High School of Learning Technologies,A18A,2016
02M438,International High School at Union Square,Y46A,2016
02M449,College Preparatory,M95A,2016
02M459,Humanities and Interdisciplinary,M93A,2016
02M475,Stuyvesant,NO CODE,2016
02M489,Economics and Finance,M79A,2016
02M500,Unity Center for Urban Technologies,M84A,2016
02M507,UA Gateway,A23A,2016
02M519,Musical Theatre,M42J,2016
02M519,Vocal Music,M42K,2016
02M519,Dance,M42L,2016
02M519,Drama,M42N,2016
02M519,Instrumental Music,M42P,2016
02M520,The Ninth Grade Academy,M50B,2016
02M520,The Blazer Early College Preparatory Academy,M50C,2016
02M529,"Int'l Marketing, Computer Applications, Foreign Trade & Virtual Enterprise",M45A,2016
02M531,Theatre Arts,M20X,2016
02M533,Pharmacy Technician,A33A,2016
02M533,Dental Assistant,A33B,2016
02M534,Harvest Collegiate High School,A53A,2016
02M542,Bilingual Spanish Information Technology and Computer Science,M57B,2016
02M542,Bilingual Spanish Pre-Engineering,M57C,2016
02M542,Dual Language Spanish Pre-Engineering,M57D,2016
02M542,Dual Language Spanish Information Technology and Computer Science,M57E,2016
02M543,New Design High School,M53A,2016
02M545,High School for Dual Language and Asian Studies,M59A,2016
02M546,Academy for Software Engineering (AFSE),A54A,2016
02M551,Marine Science,K51A,2016
02M551,Marine Technology,K51B,2016
02M580,Teaching Academy,M23A,2016
02M580,Liberal Arts Academy,M23B,2016
07X547,Visual Art,X49D,2016
02M600,"Fashion Design, Related Arts & Business Fields",M68A,2016
02M605,Humanities Preparatory Academy,M99A,2016
02M615,Chelsea Technical Academy/Cisco,M67B,2016
02M615,SoHo Communication Arts Academy,M67E,2016
02M630,Architectural Design,M60N,2016
02M630,Commercial Art and Design,M60P,2016
02M630,Film/Video Production,M60Q,2016
02M655,Life Sciences for New Students,M40A,2016
02M655,Life Sciences for Current Students,M40B,2016
03M299,"High School for Arts, Imagination and Inquiry",M11R,2016
03M307,The Urban Assembly School for Media Studies,M22X,2016
03M402,The Urban Assembly School for Green Careers,A13A,2016
03M403,The Global Learning Collaborative,A17A,2016
03M415,Drama,M26A,2016
03M415,Dance,M26D,2016
03M415,Visual Arts,M26J,2016
03M415,Instrumental Music,M26M,2016
03M415,Vocal Music,M26R,2016
03M415,Wadleigh Secondary,M26W,2016
03M417,Frank McCourt High School,A21A,2016
03M479,The Beacon School,M71A,2016
03M485,Vocal Music,NO CODE,2016
03M485,Fine Art,NO CODE,2016
03M485,Instrumental Music,NO CODE,2016
03M485,Technical Theatre,NO CODE,2016
03M485,Drama,NO CODE,2016
03M485,Dance,NO CODE,2016
03M492,"Law, Advocacy and Community Justice High School",M14A,2016
03M494,Arts & Technology,M12A,2016
03M494,Digital Media,M12B,2016
03M541,Manhattan/Hunter Science High School,M55A,2016
03M859,"Voice, Instrument, and Composition",A85A,2016
03M860,Frederick Douglass Academy II for New Students,M39A,2016
03M860,Frederick Douglass Academy II for Continuing Students,M39B,2016
04M372,Esperanza Preparatory Academy,A37A,2016
04M409,Coalition School for Social Change,M90A,2016
04M435,Science & Mathematics Research,M16J,2016
04M435,Bilingual Spanish Science & Mathematics,M16K,2016
04M495,Park East High School,M17J,2016
04M555,Central Park East,M86A,2016
04M610,Young Women’s Leadership School,M96A,2016
04M680,The Heritage School,M97A,2016
05M148,Eagle Academy for Young Men of Harlem,Y41A,2016
05M157,The Urban Assembly School for Global Commerce,M48A,2016
05M304,Mott Hall High School,M49X,2016
07X547,Drama,X49E,2016
05M362,Columbia Secondary School,A15A,2016
05M367,Academy for Social Action: A College Board School,M01A,2016
05M369,Urban Assembly School for the Performing Arts,M04A,2016
05M499,Frederick Douglass Academy for the Humanities (FDAH),M75A,2016
05M499,"Science, Technology, Engineering, and Mathematics (STEM)",M75B,2016
05M670,Social Change and Community Service,M47A,2016
05M692,Pre-Engineering,NO CODE,2016
06M211,Inwood Early College for Health & Information Technologies,A16A,2016
06M293,City College Academy of the Arts,M06A,2016
06M346,Community Health Academy of the Heights,M07A,2016
06M348,Washington Heights Expeditionary Learning School,M88A,2016
06M423,High School for Excellence and Innovation,A24A,2016
06M462,The College Academy,M32A,2016
06M463,Media and Communications Institute,M30A,2016
06M467,Law and Public Service,M31A,2016
06M468,Health Careers & Sciences,M33A,2016
06M540,Academic Professions,M19B,2016
06M540,The Academy of the Humanities,M19C,2016
06M540,The Academy of Engineering,M19J,2016
07X548,Urban Assembly School for Careers in Sports,X31A,2016
06M540,The Academy of Medicine,M19K,2016
06M540,Dual Language Spanish Program,M19L,2016
06M552,Bilingual Spanish Science & Mathematics,M62A,2016
07X221,South Bronx Preparatory: A College Board School,X11X,2016
07X223,Dual Language Spanish Program,Y72A,2016
07X223,The Laboratory School of Finance and Technology,Y72B,2016
07X259,"HERO High (Health, Education, and Research Occupations High School)",X37A,2016
07X334,International Community High School,Y23A,2016
07X427,Social Action,X47A,2016
07X473,Mott Haven Village Preparatory High School,X44X,2016
07X495,Humanities,X96A,2016
07X495,"STEM (Science, Technology, Engineering and Mathematics)",X96B,2016
07X500,Hostos-Lincoln Academy of Science,X14J,2016
07X520,Humanities,X70A,2016
07X522,Building Construction and Technology,Y51A,2016
07X522,Architecture and Design,Y51B,2016
07X527,Bronx Leadership Academy II High School,Y49A,2016
07X547,Dance,X49B,2016
07X547,Music,X49C,2016
11X513,New World High School,X87R,2016
07X551,Bronx Academy of Letters,X27A,2016
07X600,NATEF Automotive Technology,X69C,2016
07X600,Bilingual Spanish NATEF Automotive Technology,X69D,2016
07X600,Graphic Arts,X69E,2016
07X670,Health Opportunities High School,X71A,2016
08X269,The Urban Assembly Bronx Studio School for Writers and Artists,Y28A,2016
08X282,Women’s Academy of Excellence,Y01T,2016
08X293,Renaissance High School of Musical Theater & Technology,X98A,2016
08X305,Pablo Neruda Academy,X97A,2016
08X312,Millennium Art Academy,X72A,2016
08X320,Pelham Lab High School,X26A,2016
08X332,Holcombe L. Rucker School of Community Research,Y22A,2016
08X348,Schuylerville Preparatory High School,X57A,2016
08X349,Bronx River High School,X24A,2016
08X367,"Archimedes Academy for Math, Science and Technology",Y37A,2016
08X376,Antonia Pantoja Preparatory Academy: A College Board School,Y34A,2016
08X405,Academy for Computer Technology,X16A,2016
08X405,Anne Hutchinson Academy,X16B,2016
08X405,Zoned,X16Z,2016
08X432,Bronx Bridges High School,Y47A,2016
08X452,Bronx Guild,X32A,2016
08X519,W.E.B. Du Bois Writing Institute,X65A,2016
11X514,The Bronxwood Preparatory Academy,X85R,2016
08X519,The Felisa Rincón de Gautier Institute for Law and Public Policy,X65R,2016
08X530,Banana Kelly High School,X94A,2016
08X558,Westchester Square Academy,Y58A,2016
08X558,Westchester Square Academy Honors Program,Y58B,2016
08X559,School for Tourism and Hospitality,Y59A,2016
08X561,The Bronx Compass High School,Y61A,2016
09X227,Bronx Collegiate Academy,X58X,2016
09X231,The Eagle Academy for Young Men,X99X,2016
09X241,The Urban Assembly School for Applied Math and Science,Y29A,2016
09X250,Eximius College Preparatory Academy: A College Board School,X03R,2016
09X252,Mott Hall Bronx High School,X04R,2016
09X260,Bronx Center for Science and Mathematics,X05R,2016
09X263,Validus Preparatory Academy: An Expeditionary Learning School,X07R,2016
09X276,Leadership Institute,X06R,2016
09X297,Morris Academy for Collaborative Studies,X81X,2016
09X324,Bronx Early College Academy,Y36A,2016
09X327,Comprehensive Model School Project (CMSP),Y27A,2016
09X329,DreamYard Preparatory School,Y21A,2016
09X350,New Directions Secondary School,X13A,2016
09X365,National Academy Foundation Media Communications,Y31B,2016
09X365,National Academy Foundation Institute for Computer Technology,Y31C,2016
09X365,National Academy Foundation Computer Networking,Y31D,2016
09X403,Bronx International High School,X36A,2016
09X404,School for Excellence,X46A,2016
09X412,Bronx High School of Business,X55A,2016
09X412,Bilingual Education,X55B,2016
09X413,Medical and Health Sciences,X56A,2016
09X505,"Bronx School for Law, Government and Justice for New Students",X95A,2016
09X505,"Bronx School for Law, Government and Justice for Current Students",X95B,2016
09X517,Frederick Douglass Academy III Secondary School,X63X,2016
09X525,Bronx Leadership Academy,X73A,2016
09X543,Violin and Dance,X41A,2016
09X564,Claremont International High School,Y64A,2016
09X568,"Young Womens Leadership School, Bronx",Y73A,2016
10X141,RKA Humanities,X80A,2016
10X213,Bronx Engineering & Technology Academy (BETA),X61X,2016
10X225,Jazz Band/Piano,X20B,2016
10X225,Chorus,X20C,2016
